,failureType
36318,Edge-Ring
31654,Edge-Ring
76117,Random
14079,Edge-Loc
34524,Edge-Ring
5371,Center
1777,Center
89911,Scratch
29938,Edge-Ring
56396,Near-full
11646,Center
27201,Edge-Ring
41546,Loc
3053,Center
32787,Edge-Ring
81156,Scratch
30573,Edge-Ring
4890,Center
85755,Scratch
27847,Edge-Ring
86814,Scratch
90337,Scratch
28917,Edge-Ring
19449,Edge-Loc
20651,Edge-Loc
60303,Near-full
78443,Random
47352,Loc
62556,Near-full
82411,Scratch
91027,Scratch
2792,Center
67252,Near-full
87585,Scratch
40421,Edge-Ring
76640,Random
27012,Edge-Ring
2707,Center
8485,Center
31123,Edge-Ring
20346,Edge-Loc
29919,Edge-Ring
79815,Random
53401,Loc
22405,Edge-Loc
19664,Edge-Loc
58770,Near-full
16578,Edge-Loc
67315,Near-full
50619,Loc
45000,Loc
972,Center
8379,Center
7216,Center
92210,Scratch
5922,Center
70743,Random
4615,Center
15550,Edge-Loc
52945,Loc
28486,Edge-Ring
36636,Edge-Ring
68337,Random
27895,Edge-Ring
52569,Loc
44749,Loc
51528,Loc
54753,Near-full
35607,Edge-Ring
66652,Near-full
40921,Loc
66112,Near-full
57283,Near-full
63236,Near-full
56880,Near-full
61949,Near-full
56604,Near-full
484,Center
9375,Center
88480,Scratch
74087,Random
77131,Random
41098,Loc
79980,Random
86256,Scratch
80107,Random
23581,Edge-Loc
17740,Edge-Loc
47300,Loc
11339,Center
80770,Random
11560,Center
52108,Loc
75163,Random
21022,Edge-Loc
48186,Loc
68685,Random
64814,Near-full
80720,Random
37507,Edge-Ring
7588,Center
5846,Center
26439,Edge-Loc
10705,Center
27308,Edge-Ring
44244,Loc
91931,Scratch
75457,Random
68624,Random
82256,Scratch
75645,Random
61540,Near-full
9729,Center
18563,Edge-Loc
18193,Edge-Loc
45313,Loc
46734,Loc
10217,Center
7785,Center
41147,Loc
17790,Edge-Loc
42004,Loc
17936,Edge-Loc
88389,Scratch
62220,Near-full
80459,Random
3188,Center
74346,Random
33884,Edge-Ring
42933,Loc
83582,Scratch
49832,Loc
31593,Edge-Ring
63667,Near-full
57737,Near-full
46406,Loc
66813,Near-full
55450,Near-full
27824,Edge-Ring
11286,Center
68371,Random
77349,Random
35361,Edge-Ring
91030,Scratch
53420,Loc
36730,Edge-Ring
81660,Scratch
78694,Random
52988,Loc
47625,Loc
18460,Edge-Loc
82379,Scratch
13948,Edge-Loc
91489,Scratch
76838,Random
27728,Edge-Ring
61745,Near-full
9124,Center
16575,Edge-Loc
26693,Edge-Loc
67608,Random
48004,Loc
55753,Near-full
66450,Near-full
71658,Random
65613,Near-full
66205,Near-full
91528,Scratch
89042,Scratch
94291,Scratch
25338,Edge-Loc
81426,Scratch
37293,Edge-Ring
34810,Edge-Ring
42519,Loc
81505,Scratch
19974,Edge-Loc
44059,Loc
8267,Center
25083,Edge-Loc
24904,Edge-Loc
49653,Loc
22399,Edge-Loc
68529,Random
78205,Random
13927,Edge-Loc
81724,Scratch
14934,Edge-Loc
81615,Scratch
72817,Random
31344,Edge-Ring
8973,Center
20828,Edge-Loc
70881,Random
39576,Edge-Ring
51668,Loc
1114,Center
11086,Center
30228,Edge-Ring
65928,Near-full
85689,Scratch
40870,Loc
27413,Edge-Ring
10011,Center
49149,Loc
48594,Loc
44657,Loc
19689,Edge-Loc
18117,Edge-Loc
85165,Scratch
7781,Center
43831,Loc
48107,Loc
84923,Scratch
31007,Edge-Ring
33506,Edge-Ring
11517,Center
49660,Loc
66897,Near-full
84838,Scratch
27475,Edge-Ring
63503,Near-full
79753,Random
19373,Edge-Loc
24016,Edge-Loc
51526,Loc
38839,Edge-Ring
54875,Near-full
76523,Random
10864,Center
82533,Scratch
79990,Random
63772,Near-full
32893,Edge-Ring
19809,Edge-Loc
391,Center
27340,Edge-Ring
52479,Loc
16961,Edge-Loc
40777,Loc
51272,Loc
88742,Scratch
89970,Scratch
29528,Edge-Ring
63923,Near-full
63290,Near-full
1792,Center
91011,Scratch
90708,Scratch
84615,Scratch
34369,Edge-Ring
46908,Loc
47619,Loc
83559,Scratch
18933,Edge-Loc
56631,Near-full
54699,Near-full
60858,Near-full
33447,Edge-Ring
84718,Scratch
72853,Random
13147,Center
7994,Center
46105,Loc
54772,Near-full
65756,Near-full
3284,Center
14898,Edge-Loc
88188,Scratch
41824,Loc
55821,Near-full
85384,Scratch
24834,Edge-Loc
8950,Center
80938,Scratch
6631,Center
38317,Edge-Ring
5757,Center
32256,Edge-Ring
37019,Edge-Ring
89182,Scratch
46343,Loc
69159,Random
35399,Edge-Ring
76623,Random
55351,Near-full
42964,Loc
62584,Near-full
14047,Edge-Loc
21406,Edge-Loc
60189,Near-full
9444,Center
43702,Loc
50452,Loc
20692,Edge-Loc
47913,Loc
85942,Scratch
32997,Edge-Ring
72200,Random
36466,Edge-Ring
24359,Edge-Loc
91662,Scratch
74473,Random
89573,Scratch
41259,Loc
50742,Loc
53576,Loc
76027,Random
13241,Center
23086,Edge-Loc
84321,Scratch
22173,Edge-Loc
83323,Scratch
26927,Edge-Loc
76996,Random
34064,Edge-Ring
33237,Edge-Ring
4360,Center
90680,Scratch
23264,Edge-Loc
37063,Edge-Ring
18064,Edge-Loc
52062,Loc
21898,Edge-Loc
62488,Near-full
49874,Loc
16286,Edge-Loc
38750,Edge-Ring
38983,Edge-Ring
32910,Edge-Ring
13276,Center
2722,Center
90233,Scratch
44781,Loc
86327,Scratch
65149,Near-full
86984,Scratch
26052,Edge-Loc
70530,Random
16342,Edge-Loc
83574,Scratch
39202,Edge-Ring
37646,Edge-Ring
8889,Center
11710,Center
20472,Edge-Loc
69630,Random
61130,Near-full
21902,Edge-Loc
94388,Scratch
31015,Edge-Ring
34983,Edge-Ring
11547,Center
54431,Near-full
52596,Loc
26756,Edge-Loc
50485,Loc
27166,Edge-Ring
44312,Loc
86459,Scratch
63369,Near-full
43219,Loc
64213,Near-full
89504,Scratch
24757,Edge-Loc
50569,Loc
73459,Random
13622,Edge-Loc
22080,Edge-Loc
43379,Loc
41038,Loc
92778,Scratch
40540,Loc
25171,Edge-Loc
51739,Loc
58705,Near-full
90420,Scratch
47510,Loc
93604,Scratch
2442,Center
27835,Edge-Ring
32842,Edge-Ring
40123,Edge-Ring
24049,Edge-Loc
31802,Edge-Ring
13236,Center
88633,Scratch
92416,Scratch
41061,Loc
15536,Edge-Loc
83686,Scratch
73048,Random
21892,Edge-Loc
24991,Edge-Loc
48393,Loc
8262,Center
88830,Scratch
39078,Edge-Ring
74457,Random
68112,Random
92531,Scratch
1494,Center
20754,Edge-Loc
91783,Scratch
7542,Center
84490,Scratch
59905,Near-full
763,Center
60962,Near-full
77789,Random
92816,Scratch
14354,Edge-Loc
2046,Center
68862,Random
9300,Center
31114,Edge-Ring
6440,Center
65144,Near-full
81097,Scratch
38130,Edge-Ring
81147,Scratch
56865,Near-full
57500,Near-full
1516,Center
68411,Random
87086,Scratch
24295,Edge-Loc
40358,Edge-Ring
19157,Edge-Loc
41334,Loc
55952,Near-full
13139,Center
80583,Random
91703,Scratch
51672,Loc
35131,Edge-Ring
24254,Edge-Loc
87613,Scratch
81450,Scratch
61293,Near-full
912,Center
75732,Random
1692,Center
5336,Center
67797,Random
39852,Edge-Ring
40231,Edge-Ring
20991,Edge-Loc
91279,Scratch
34207,Edge-Ring
8139,Center
54109,Near-full
5747,Center
29345,Edge-Ring
62535,Near-full
81099,Scratch
76401,Random
57044,Near-full
23747,Edge-Loc
48466,Loc
63799,Near-full
44330,Loc
52323,Loc
78801,Random
64617,Near-full
54674,Near-full
88360,Scratch
21034,Edge-Loc
84318,Scratch
34776,Edge-Ring
21471,Edge-Loc
20480,Edge-Loc
23380,Edge-Loc
37253,Edge-Ring
25609,Edge-Loc
25827,Edge-Loc
46452,Loc
5262,Center
66421,Near-full
85311,Scratch
42541,Loc
60005,Near-full
10156,Center
8968,Center
91058,Scratch
60225,Near-full
21553,Edge-Loc
27527,Edge-Ring
1808,Center
10776,Center
83071,Scratch
15105,Edge-Loc
4614,Center
57682,Near-full
76840,Random
47155,Loc
27567,Edge-Ring
41586,Loc
89812,Scratch
84155,Scratch
90617,Scratch
18678,Edge-Loc
21887,Edge-Loc
34097,Edge-Ring
6429,Center
31589,Edge-Ring
70336,Random
7988,Center
9046,Center
77066,Random
36322,Edge-Ring
57263,Near-full
85993,Scratch
41691,Loc
58130,Near-full
25974,Edge-Loc
12389,Center
60830,Near-full
11729,Center
65080,Near-full
86486,Scratch
49176,Loc
48154,Loc
17318,Edge-Loc
60922,Near-full
59678,Near-full
66536,Near-full
59854,Near-full
77922,Random
52213,Loc
75065,Random
79394,Random
18929,Edge-Loc
81868,Scratch
50951,Loc
71332,Random
39908,Edge-Ring
63925,Near-full
24141,Edge-Loc
25255,Edge-Loc
79691,Random
9090,Center
11614,Center
5135,Center
84880,Scratch
89336,Scratch
23638,Edge-Loc
64152,Near-full
63454,Near-full
6739,Center
40654,Loc
60920,Near-full
92470,Scratch
86622,Scratch
35674,Edge-Ring
18463,Edge-Loc
5970,Center
73599,Random
1836,Center
52186,Loc
66226,Near-full
43570,Loc
33576,Edge-Ring
61394,Near-full
75373,Random
23746,Edge-Loc
21448,Edge-Loc
25740,Edge-Loc
87785,Scratch
56349,Near-full
13757,Edge-Loc
26018,Edge-Loc
27022,Edge-Ring
48787,Loc
6396,Center
71254,Random
91188,Scratch
92639,Scratch
5514,Center
27079,Edge-Ring
78760,Random
90586,Scratch
80032,Random
25160,Edge-Loc
6424,Center
72021,Random
8063,Center
33326,Edge-Ring
78613,Random
91775,Scratch
32438,Edge-Ring
34992,Edge-Ring
91590,Scratch
65701,Near-full
51843,Loc
91025,Scratch
63899,Near-full
34723,Edge-Ring
31920,Edge-Ring
66304,Near-full
49784,Loc
63170,Near-full
32190,Edge-Ring
21085,Edge-Loc
91610,Scratch
7349,Center
84060,Scratch
13925,Edge-Loc
82542,Scratch
11417,Center
37470,Edge-Ring
58486,Near-full
89018,Scratch
64749,Near-full
58169,Near-full
84977,Scratch
74552,Random
16331,Edge-Loc
73362,Random
49487,Loc
34090,Edge-Ring
52929,Loc
82983,Scratch
29892,Edge-Ring
15517,Edge-Loc
6254,Center
18733,Edge-Loc
94357,Scratch
26932,Edge-Loc
50155,Loc
22790,Edge-Loc
78899,Random
10798,Center
28634,Edge-Ring
77601,Random
67390,Near-full
73832,Random
54192,Near-full
7145,Center
21037,Edge-Loc
51437,Loc
75947,Random
64596,Near-full
37432,Edge-Ring
68776,Random
22546,Edge-Loc
62858,Near-full
24189,Edge-Loc
63966,Near-full
13825,Edge-Loc
5882,Center
21696,Edge-Loc
28880,Edge-Ring
70656,Random
39970,Edge-Ring
29209,Edge-Ring
35847,Edge-Ring
12521,Center
46419,Loc
84493,Scratch
24604,Edge-Loc
36440,Edge-Ring
33864,Edge-Ring
36339,Edge-Ring
39708,Edge-Ring
63684,Near-full
65699,Near-full
53000,Loc
3293,Center
5670,Center
63276,Near-full
52385,Loc
45812,Loc
89762,Scratch
93918,Scratch
24784,Edge-Loc
38493,Edge-Ring
57609,Near-full
71175,Random
58245,Near-full
77695,Random
81607,Scratch
43166,Loc
78716,Random
16909,Edge-Loc
90096,Scratch
80785,Random
82652,Scratch
71062,Random
55920,Near-full
64789,Near-full
11562,Center
1635,Center
92024,Scratch
58362,Near-full
30290,Edge-Ring
80046,Random
32272,Edge-Ring
74171,Random
75473,Random
84452,Scratch
87236,Scratch
11397,Center
70853,Random
32574,Edge-Ring
29140,Edge-Ring
51813,Loc
41881,Loc
3760,Center
78941,Random
84705,Scratch
3558,Center
90361,Scratch
33429,Edge-Ring
53724,Loc
41538,Loc
52581,Loc
38754,Edge-Ring
39923,Edge-Ring
46500,Loc
78325,Random
41035,Loc
25697,Edge-Loc
90024,Scratch
51160,Loc
17830,Edge-Loc
56897,Near-full
48191,Loc
75420,Random
19631,Edge-Loc
80988,Scratch
27461,Edge-Ring
12790,Center
83575,Scratch
78653,Random
10157,Center
33321,Edge-Ring
17215,Edge-Loc
31215,Edge-Ring
65979,Near-full
15243,Edge-Loc
37707,Edge-Ring
72661,Random
77248,Random
75839,Random
40655,Loc
36946,Edge-Ring
19968,Edge-Loc
26655,Edge-Loc
14471,Edge-Loc
18486,Edge-Loc
40280,Edge-Ring
56743,Near-full
41959,Loc
75368,Random
28376,Edge-Ring
76495,Random
47106,Loc
59550,Near-full
29940,Edge-Ring
78523,Random
6606,Center
86986,Scratch
24946,Edge-Loc
87894,Scratch
65925,Near-full
54833,Near-full
42112,Loc
53715,Loc
1211,Center
57805,Near-full
89386,Scratch
60273,Near-full
79632,Random
21098,Edge-Loc
79107,Random
40940,Loc
64839,Near-full
57928,Near-full
37423,Edge-Ring
76779,Random
45464,Loc
10484,Center
87097,Scratch
86374,Scratch
79730,Random
52786,Loc
17992,Edge-Loc
8345,Center
77617,Random
42015,Loc
71113,Random
78384,Random
35539,Edge-Ring
89697,Scratch
66251,Near-full
24506,Edge-Loc
27032,Edge-Ring
61331,Near-full
49364,Loc
55715,Near-full
13786,Edge-Loc
43367,Loc
46405,Loc
85701,Scratch
21750,Edge-Loc
38550,Edge-Ring
79564,Random
66439,Near-full
59594,Near-full
45369,Loc
70352,Random
7980,Center
652,Center
22512,Edge-Loc
42267,Loc
84408,Scratch
10637,Center
75976,Random
78157,Random
78742,Random
89889,Scratch
92824,Scratch
11227,Center
75609,Random
71801,Random
93669,Scratch
11916,Center
93804,Scratch
71467,Random
52868,Loc
28809,Edge-Ring
30629,Edge-Ring
24540,Edge-Loc
55708,Near-full
91549,Scratch
3713,Center
60780,Near-full
43903,Loc
77847,Random
57708,Near-full
82557,Scratch
27062,Edge-Ring
18290,Edge-Loc
36658,Edge-Ring
23704,Edge-Loc
24622,Edge-Loc
6281,Center
40227,Edge-Ring
49782,Loc
88494,Scratch
56377,Near-full
84290,Scratch
56045,Near-full
78919,Random
9880,Center
45603,Loc
9958,Center
16197,Edge-Loc
67602,Random
16265,Edge-Loc
80628,Random
53015,Loc
4560,Center
23255,Edge-Loc
87107,Scratch
43764,Loc
88804,Scratch
47834,Loc
43745,Loc
92758,Scratch
92812,Scratch
65728,Near-full
47087,Loc
65320,Near-full
74623,Random
50425,Loc
54610,Near-full
58287,Near-full
40856,Loc
32154,Edge-Ring
21007,Edge-Loc
38866,Edge-Ring
18981,Edge-Loc
17009,Edge-Loc
3235,Center
66349,Near-full
92264,Scratch
79590,Random
68859,Random
75833,Random
6322,Center
90856,Scratch
9459,Center
79014,Random
39086,Edge-Ring
34690,Edge-Ring
92177,Scratch
40577,Loc
12345,Center
20572,Edge-Loc
17540,Edge-Loc
81690,Scratch
71271,Random
38315,Edge-Ring
66261,Near-full
45994,Loc
25354,Edge-Loc
14611,Edge-Loc
41850,Loc
64471,Near-full
82443,Scratch
7863,Center
92802,Scratch
14459,Edge-Loc
33110,Edge-Ring
73147,Random
80515,Random
44924,Loc
50466,Loc
6635,Center
84906,Scratch
58279,Near-full
17934,Edge-Loc
86368,Scratch
9497,Center
20013,Edge-Loc
91044,Scratch
63288,Near-full
28495,Edge-Ring
31519,Edge-Ring
53278,Loc
610,Center
93655,Scratch
13375,Center
6582,Center
32332,Edge-Ring
4041,Center
72179,Random
3903,Center
76127,Random
44147,Loc
41569,Loc
81439,Scratch
75821,Random
50957,Loc
16857,Edge-Loc
92159,Scratch
26938,Edge-Loc
92127,Scratch
92387,Scratch
57960,Near-full
39119,Edge-Ring
82260,Scratch
5709,Center
35915,Edge-Ring
54743,Near-full
25787,Edge-Loc
38735,Edge-Ring
30550,Edge-Ring
48252,Loc
75801,Random
81271,Scratch
62189,Near-full
13758,Edge-Loc
12250,Center
44050,Loc
15527,Edge-Loc
76493,Random
43412,Loc
7698,Center
85573,Scratch
74724,Random
23025,Edge-Loc
73236,Random
46296,Loc
38573,Edge-Ring
58124,Near-full
56630,Near-full
28198,Edge-Ring
80348,Random
63765,Near-full
91354,Scratch
472,Center
64197,Near-full
29077,Edge-Ring
71137,Random
68209,Random
88986,Scratch
76158,Random
35312,Edge-Ring
70432,Random
64375,Near-full
34712,Edge-Ring
62625,Near-full
1013,Center
68791,Random
14620,Edge-Loc
5434,Center
48343,Loc
25007,Edge-Loc
13898,Edge-Loc
61224,Near-full
35637,Edge-Ring
23815,Edge-Loc
23569,Edge-Loc
17585,Edge-Loc
48586,Loc
25010,Edge-Loc
37485,Edge-Ring
78349,Random
87225,Scratch
38853,Edge-Ring
67605,Random
19523,Edge-Loc
45969,Loc
40271,Edge-Ring
28981,Edge-Ring
71910,Random
42469,Loc
76021,Random
2023,Center
71509,Random
27170,Edge-Ring
73349,Random
64743,Near-full
77772,Random
54641,Near-full
33721,Edge-Ring
90977,Scratch
20443,Edge-Loc
3564,Center
87570,Scratch
36356,Edge-Ring
5043,Center
54273,Near-full
40176,Edge-Ring
19909,Edge-Loc
49044,Loc
59596,Near-full
24975,Edge-Loc
68566,Random
85809,Scratch
22395,Edge-Loc
48721,Loc
16131,Edge-Loc
87017,Scratch
24067,Edge-Loc
70054,Random
52442,Loc
8556,Center
69497,Random
38934,Edge-Ring
34095,Edge-Ring
47033,Loc
10544,Center
67106,Near-full
6093,Center
65620,Near-full
32685,Edge-Ring
19300,Edge-Loc
3696,Center
1354,Center
2788,Center
90356,Scratch
7024,Center
89690,Scratch
37315,Edge-Ring
29038,Edge-Ring
45153,Loc
82210,Scratch
13154,Center
43205,Loc
45080,Loc
70264,Random
26725,Edge-Loc
55897,Near-full
17505,Edge-Loc
81279,Scratch
89839,Scratch
47032,Loc
26211,Edge-Loc
6917,Center
64233,Near-full
41628,Loc
77231,Random
32582,Edge-Ring
64269,Near-full
64571,Near-full
6129,Center
17214,Edge-Loc
82904,Scratch
52668,Loc
87396,Scratch
60928,Near-full
30785,Edge-Ring
71500,Random
67897,Random
10538,Center
12850,Center
27588,Edge-Ring
77391,Random
50035,Loc
41327,Loc
17569,Edge-Loc
80588,Random
45991,Loc
32001,Edge-Ring
63720,Near-full
88174,Scratch
52928,Loc
15496,Edge-Loc
64974,Near-full
22222,Edge-Loc
3848,Center
29918,Edge-Ring
41150,Loc
47664,Loc
4916,Center
91350,Scratch
49145,Loc
87949,Scratch
32626,Edge-Ring
68874,Random
51761,Loc
87573,Scratch
27993,Edge-Ring
36635,Edge-Ring
73248,Random
52166,Loc
3904,Center
56778,Near-full
51362,Loc
53344,Loc
85276,Scratch
38907,Edge-Ring
6264,Center
77815,Random
15721,Edge-Loc
63522,Near-full
47144,Loc
91435,Scratch
66196,Near-full
78707,Random
26699,Edge-Loc
48835,Loc
52329,Loc
1180,Center
52317,Loc
52158,Loc
35701,Edge-Ring
49930,Loc
70011,Random
88294,Scratch
35760,Edge-Ring
75772,Random
66681,Near-full
6845,Center
73792,Random
64274,Near-full
39180,Edge-Ring
43842,Loc
71806,Random
80900,Random
3378,Center
3338,Center
13214,Center
45067,Loc
35886,Edge-Ring
5976,Center
37066,Edge-Ring
26654,Edge-Loc
74614,Random
17921,Edge-Loc
62952,Near-full
85533,Scratch
72950,Random
47508,Loc
59703,Near-full
828,Center
36459,Edge-Ring
31587,Edge-Ring
24237,Edge-Loc
83772,Scratch
31760,Edge-Ring
40800,Loc
49752,Loc
18985,Edge-Loc
429,Center
68711,Random
78301,Random
63458,Near-full
93983,Scratch
57464,Near-full
12660,Center
2159,Center
76287,Random
44999,Loc
4707,Center
19363,Edge-Loc
82995,Scratch
72753,Random
70511,Random
47469,Loc
11077,Center
52561,Loc
69462,Random
41665,Loc
4229,Center
67560,Random
65825,Near-full
77211,Random
50809,Loc
22219,Edge-Loc
36520,Edge-Ring
48684,Loc
49090,Loc
12294,Center
18595,Edge-Loc
40386,Edge-Ring
92826,Scratch
69474,Random
77338,Random
67,Center
13439,Center
89604,Scratch
23498,Edge-Loc
20391,Edge-Loc
62966,Near-full
2090,Center
44121,Loc
14028,Edge-Loc
84294,Scratch
87413,Scratch
83256,Scratch
57758,Near-full
13212,Center
28129,Edge-Ring
71450,Random
63037,Near-full
69941,Random
12662,Center
25568,Edge-Loc
87699,Scratch
21247,Edge-Loc
40538,Loc
67767,Random
47222,Loc
38395,Edge-Ring
73107,Random
57640,Near-full
21428,Edge-Loc
38700,Edge-Ring
71986,Random
43384,Loc
44589,Loc
84664,Scratch
14984,Edge-Loc
43068,Loc
6497,Center
28834,Edge-Ring
22031,Edge-Loc
86922,Scratch
36816,Edge-Ring
59746,Near-full
23651,Edge-Loc
37848,Edge-Ring
57032,Near-full
72972,Random
51074,Loc
52731,Loc
6513,Center
50211,Loc
81058,Scratch
19034,Edge-Loc
38369,Edge-Ring
65300,Near-full
34455,Edge-Ring
67830,Random
21734,Edge-Loc
17907,Edge-Loc
50775,Loc
64305,Near-full
65747,Near-full
46830,Loc
65247,Near-full
78114,Random
81928,Scratch
87479,Scratch
57754,Near-full
37262,Edge-Ring
22526,Edge-Loc
41006,Loc
27434,Edge-Ring
20009,Edge-Loc
11084,Center
29857,Edge-Ring
16915,Edge-Loc
18403,Edge-Loc
62274,Near-full
60420,Near-full
16225,Edge-Loc
46953,Loc
66765,Near-full
90097,Scratch
61261,Near-full
11935,Center
55089,Near-full
49750,Loc
63028,Near-full
8616,Center
13408,Center
54969,Near-full
14565,Edge-Loc
47017,Loc
28647,Edge-Ring
68202,Random
62835,Near-full
73613,Random
3276,Center
36343,Edge-Ring
55940,Near-full
61486,Near-full
68440,Random
75478,Random
89756,Scratch
80731,Random
92353,Scratch
88785,Scratch
86816,Scratch
54521,Near-full
35951,Edge-Ring
60854,Near-full
14064,Edge-Loc
60906,Near-full
8326,Center
74195,Random
87098,Scratch
54505,Near-full
31522,Edge-Ring
8424,Center
32165,Edge-Ring
2224,Center
57144,Near-full
1393,Center
56247,Near-full
26193,Edge-Loc
79141,Random
90506,Scratch
51023,Loc
75385,Random
68863,Random
19911,Edge-Loc
1251,Center
29259,Edge-Ring
45463,Loc
90377,Scratch
67562,Random
39096,Edge-Ring
94375,Scratch
84576,Scratch
35378,Edge-Ring
26492,Edge-Loc
3581,Center
68595,Random
30768,Edge-Ring
90561,Scratch
56324,Near-full
22644,Edge-Loc
33888,Edge-Ring
11506,Center
63351,Near-full
4075,Center
27591,Edge-Ring
9132,Center
7376,Center
63006,Near-full
9892,Center
57313,Near-full
39236,Edge-Ring
32009,Edge-Ring
9834,Center
34400,Edge-Ring
94402,Scratch
87127,Scratch
32329,Edge-Ring
54855,Near-full
8928,Center
28323,Edge-Ring
58337,Near-full
89559,Scratch
23201,Edge-Loc
46838,Loc
89413,Scratch
52433,Loc
6762,Center
68448,Random
92226,Scratch
84502,Scratch
12035,Center
84734,Scratch
93023,Scratch
36629,Edge-Ring
68362,Random
92869,Scratch
63087,Near-full
55112,Near-full
50417,Loc
61463,Near-full
21889,Edge-Loc
32449,Edge-Ring
22441,Edge-Loc
46408,Loc
54879,Near-full
72543,Random
78555,Random
65492,Near-full
24372,Edge-Loc
74320,Random
85128,Scratch
5588,Center
47099,Loc
505,Center
37192,Edge-Ring
5378,Center
1143,Center
49170,Loc
56633,Near-full
61186,Near-full
48349,Loc
67606,Random
11053,Center
92836,Scratch
39759,Edge-Ring
38368,Edge-Ring
41607,Loc
55218,Near-full
13884,Edge-Loc
10272,Center
29376,Edge-Ring
48800,Loc
80186,Random
8969,Center
15233,Edge-Loc
74890,Random
79070,Random
32261,Edge-Ring
61740,Near-full
50500,Loc
28115,Edge-Ring
37679,Edge-Ring
7733,Center
57855,Near-full
42348,Loc
33464,Edge-Ring
16334,Edge-Loc
87617,Scratch
29871,Edge-Ring
91346,Scratch
67674,Random
14808,Edge-Loc
56270,Near-full
27483,Edge-Ring
28152,Edge-Ring
57694,Near-full
71441,Random
29946,Edge-Ring
65167,Near-full
41905,Loc
12055,Center
87787,Scratch
79884,Random
4374,Center
66345,Near-full
72436,Random
91765,Scratch
7182,Center
24052,Edge-Loc
61428,Near-full
28197,Edge-Ring
44391,Loc
83729,Scratch
88810,Scratch
25461,Edge-Loc
65741,Near-full
79624,Random
32053,Edge-Ring
58857,Near-full
66716,Near-full
47631,Loc
12180,Center
10770,Center
93709,Scratch
72152,Random
59462,Near-full
82387,Scratch
6664,Center
1618,Center
76082,Random
59736,Near-full
20012,Edge-Loc
72345,Random
46228,Loc
37840,Edge-Ring
20690,Edge-Loc
10379,Center
74618,Random
41879,Loc
80603,Random
24951,Edge-Loc
86151,Scratch
25405,Edge-Loc
58035,Near-full
12738,Center
85952,Scratch
14530,Edge-Loc
27505,Edge-Ring
92153,Scratch
45323,Loc
48506,Loc
89427,Scratch
21373,Edge-Loc
52491,Loc
3255,Center
78959,Random
22740,Edge-Loc
2,Center
89223,Scratch
92253,Scratch
75374,Random
8756,Center
31009,Edge-Ring
56569,Near-full
19190,Edge-Loc
81417,Scratch
2864,Center
36398,Edge-Ring
51823,Loc
9742,Center
35258,Edge-Ring
61891,Near-full
28326,Edge-Ring
8458,Center
49677,Loc
29297,Edge-Ring
9340,Center
12877,Center
23340,Edge-Loc
46286,Loc
4189,Center
60599,Near-full
28330,Edge-Ring
11754,Center
52870,Loc
60003,Near-full
79705,Random
45581,Loc
61013,Near-full
32657,Edge-Ring
86356,Scratch
86542,Scratch
82233,Scratch
11039,Center
